user,text,city,country,latitude,longitude
Romina36816814,Exonere matematicas la puta madre🤙🏻🤙🏻,N/A,N/A,N/A,N/A
JOSERFIGUEROA3,LAS LEYES DE LA VIDA SON MAS CLARAS Y PRECISAS QUE LAS DE LA MATEMATICAS. DA PENA QUE UNAS NOS HAN HECHO CAMINAR EN… https://t.co/OilrX2xL6M,United States,United States,N/A,N/A
vivmarquez,matematicas matematicas,"Bogotá, D.C.",Colombia,N/A,N/A
whybyunbaek,amo responder questões matemáticas fico com uma auto estima 100000/10,N/A,N/A,N/A,N/A
efimerosis,estoy hasta el pico con matemáticas de verdad qué es esta tortura asiática del siglo quinto,N/A,N/A,N/A,N/A
Josefiina_MM,"Ya me veo en diciembre con matemáticas, que mierda de materia essss",N/A,N/A,N/A,N/A
gs_liliam,Matemáticas me tienes hartaaa🙄🙄,N/A,N/A,N/A,N/A
yosangel_Rios01,MRK Gustavo me ha hecho pasar más sustos que un exámen de matemáticas #SinSenosSiHayParaiso,N/A,N/A,N/A,N/A
TetsuyAbyss,"No, tú no puedes decir que amas las matemáticas si en tu vida has visto Cálculo Integral. Bai.",N/A,N/A,N/A,N/A
DavidBoffaOK,"@cristianfer1978 Dale, yo estudio matemáticas y vos estudia derecho. ROBAR ES UN DELITO! No se justifica NUNCA. Par… https://t.co/Wr5wmqfJCp",N/A,N/A,N/A,N/A
__Mugiwaraa,En la Universidad uno se estrella y se da cuenta de que nada en la vida es fácil. Yo creía que ser profesor de mate… https://t.co/KzxWdaVEgV,N/A,N/A,N/A,N/A
AinaraLucumi,"Número Pi, una curiosa cifra utilizada para casi todo #Matemáticas https://t.co/wNX0d9a9Gs",N/A,N/A,N/A,N/A
rodri_kohan,"@DuazJulian @esteban_park_ 
J: chino de mierda volvete a tu país 
R: chino anda al gabinete de matemáticas",N/A,N/A,N/A,N/A
arachanitas,Estoy en la categoría c de la prueba final de matemáticas. https://t.co/c0jNR4w39u,N/A,N/A,N/A,N/A
Reina_zenere,"- Como te iba en el colegio ?
+ Me lleve matemáticas @VaLuZenere  vos representandonos siempre 💗😂 https://t.co/dNTkVISkgK",N/A,N/A,N/A,N/A
AbigailGaiil,Hoy hice la integrado de matemáticas pero no creo que apruebe,N/A,N/A,N/A,N/A
altamirano1033,"Espero aprobar dibujo, taller, matematicas y ed tecno ajjajajajajajs",N/A,N/A,N/A,N/A
Cristianjim15,Unos farriando y yo aqui haciendo la nivelación de matemáticas 😂😂😂,N/A,N/A,N/A,N/A
matetam_,Resultados de Tamaulipas en la 31 Olimpiada Mexicana de Matemáticas. ¡Felicidades a todos los participantes! https://t.co/tqyezqBNjX,N/A,N/A,N/A,N/A
Guada_Rbt,"Te explican un tema nuevo en matemáticas y vos...
Y yo también ahre https://t.co/VMQ3IApvzs",N/A,N/A,N/A,N/A
AngelaAyala_g,"—Este mes me inscribí a clases de matemáticas.
—¿Y cómo vas?
—Pues me lleva mi papá.",N/A,N/A,N/A,N/A
Avri_R,"Los unicos youtubers que tienen mis respetos son esos que te explican filosofia, matematicas o historia el resto son todos pelotudos",N/A,N/A,N/A,N/A
piercethxsirxns,"Una vez mi profe de matemáticas me dijo esta wea estaba que le respondía ""como deci esa wea amate un poco"" https://t.co/Vfn2jWavot",N/A,N/A,N/A,N/A
msn_es,Apps para que nuestros hijos aprendan matemáticas y además se diviertan https://t.co/iXlMaBRSqj https://t.co/JgbCpUlA3v,N/A,N/A,N/A,N/A
PendejaEmbobada,-No entiendl una bosta de matemáticas y me mandan integradora. Que lindooo,N/A,N/A,N/A,N/A
LeoAguilasCA,Amo Matemáticas Financieras pero se pasaron con la guía  😣😣😣,N/A,N/A,N/A,N/A
KariOrtizAmp,"Sabes que fue un buen día, cuando tu profe de Matemáticas Financieras te exenta 👏🏻",N/A,N/A,N/A,N/A
HernanOlivares_,No podre twitiar en matematicas #meenoja,N/A,N/A,N/A,N/A
danielazam_,Viernes con V de valí verga en matemáticas,N/A,N/A,N/A,N/A
GustavoVela71,Jóvenes mexican@s orgullo. Ganan Olimpiada Mexicana de Matemáticas https://t.co/aDhJHDfkUp,N/A,N/A,N/A,N/A
Desperate_Moon,&lt;- La que dijo que nunca iba a estudiar nada de política ni matemáticas (éstas - muy seguramente - regresarán despu… https://t.co/ts9VQ4vMnn,N/A,N/A,N/A,N/A
torressteph35,"Perdí una semana de uni y creí que estaría chillin’, luego recordé matemáticas... puñe",N/A,N/A,N/A,N/A
CaroldoDoc,Ela faz previsões matemáticas ela. 😝 https://t.co/Q7CSrpdM7R,N/A,N/A,N/A,N/A
melanieetatiana,Matematicas jajajajaaj https://t.co/A6amQgkVFu,N/A,N/A,N/A,N/A
AngelCabasC,"Así es, pero los demás tambien aprendimos a matemáticas. No hay un mal que un bien no traiga. Perder por conocer no… https://t.co/oRsigKkXFj",N/A,N/A,N/A,N/A
gay4mychem,Confio tanto nas minhas habilidades matemáticas que uma conta de 5 de diferença eu coloquei na calculadora pra ter certeza,N/A,N/A,N/A,N/A
iSaca____,"Hoy fue un buen día, entendí matemáticas, le caí bien a una profesora ruda, llegué temprano de la uni, tomé café co… https://t.co/hO7lKDMEzU",N/A,N/A,N/A,N/A
santy800000000,"@JuanjoBaenaGD Eres tonto, en serio, ojalá pierdas el final de matemáticas xD.",N/A,N/A,N/A,N/A
Vadenuezotravez,"@sperezattias Con fórmulas matemáticas, no sé, pero así, sí: a mayor consumo mas ingreso+sistema deshumanizado+pend… https://t.co/dDLgs7lDZ7",N/A,N/A,N/A,N/A
SaakftRk,"Mi hermano sacó 9 en matemáticas, no miden mi orgullo lit el solito sacó esa calificación 💕",N/A,N/A,N/A,N/A
MarthaZepeda_,Colima gana un oro y una plata en Olimpiada Nacional de Matemáticas https://t.co/0lGGx2x18s,N/A,N/A,N/A,N/A
bettymmar,@SergioHollosy @Cupetin_de_Brea @PabloNe27330069 @radiomitre pobre acotación para un profe de matemáticas.,N/A,N/A,N/A,N/A
luujurado05,"No sé para qué me pongo a practicar matemáticas, si igual me va a ir para el culo",N/A,N/A,N/A,N/A
LTORTOLEDO,"PREFIERO GANARME $250 COMO BEDELE O VENDEDOR DE TIZANA, QUE $10 COMO PROFESOR DE MATEMATICAS. RAZONA PANA!",N/A,N/A,N/A,N/A
EcosCosta,Colima gana un oro y una plata en Olimpiada Nacional de Matemáticas - https://t.co/LyDocXhcXe https://t.co/BhkutmMeAp,N/A,N/A,N/A,N/A
LTORTOLEDO,@camuniafilada @yacuare @ROGERDHIO @ZambranCarmen @FreddyGuevaraC @ffm_oficial @rhm1947 @DONKANDAVILA… https://t.co/jBrNMsC0Gi,N/A,N/A,N/A,N/A
ElsaM34Baez3,Y entonces Satanás dijo 'Hay que combinar las matemáticas y el abecedario.' - ven-a-dormir-conmigo: Fuck u...,N/A,N/A,N/A,N/A
DoctorGangTV,El otro día mientras hacíamos un problema de matemáticas un niño hizo un comentario que no me gustó así que tuvimos… https://t.co/zY080QTNzC,N/A,N/A,N/A,N/A
valtersus,la de matemáticas que se la suda completamente el timbre https://t.co/bM544O6cmp,N/A,N/A,N/A,N/A
donAlvar,"Yo tuiteo puras mamertadas, de vez en cuando un chiste, y aún más de vez en cuando, alguna cosa de física o matemáticas o algo así.",N/A,N/A,N/A,N/A
MalaNoche_Bey,"Se sufre ( - )
Que te dé ( = )
No complicarse la vida de ( + )
Ni preocupes ( x ) todo. 

Matemáticas simples.
😉😎",N/A,N/A,N/A,N/A
RiquettShely,Matemáticas me dañaste todoooooo😭😭😭😭😭,N/A,N/A,N/A,N/A
Katalanskt,Una profesora de matemáticas ha puesto en orden las cifras de intervenciones PN/GC durante el #CatalanReferendum #1… https://t.co/PHSSLxa1Eb,N/A,N/A,N/A,N/A
ArturoGarzaJ,Neurosis acompañada de tres diferentes sueños recurrentes. Hoy tuve el del examen de matemáticas : /,N/A,N/A,N/A,N/A
carloszurita_69,cuando mi profe de matemáticas me manda deberes infinitos https://t.co/X8QOJ4fCnc,N/A,N/A,N/A,N/A
JoseAnt74336,"De verdad, no se quien tiene la razón en este conflicto laboral, pero las pérdidas económicas las tienen, sobre   t… https://t.co/gW9C8uiOc8",N/A,N/A,N/A,N/A
Zeta135,@lidersanantonio a esta hora en olimpiadas de matemáticas en liceo comercial de San Antonio @imsanantonio https://t.co/SYTJnkoWqt,N/A,N/A,N/A,N/A
dz_step,@SrtoQuimico Y por qué no estudiaste matemáticas? O física,N/A,N/A,N/A,N/A
vlsofiamartinez,Matemáticas hijas de perra.,N/A,N/A,N/A,N/A
MatiRM14,"@titomanya98 Jajajaja olvídate. Igual, lejos es la mejor profesora de matemáticas de acá 🙄🤷🏻‍♂️",N/A,N/A,N/A,N/A
Reportes24H,"Número Pi, una curiosa cifra utilizada para casi todo #Matemáticas https://t.co/pLborZGPLn",N/A,N/A,N/A,N/A
cspnvitacura,Nuestros estudiantes compartiendo.con la comunidad Nolasquina sus aprendizajes en matemáticas.… https://t.co/g4PDtOgzuM,N/A,N/A,N/A,N/A
fund_emprepolis,"Conoce más sobre #Autodidacta, la app que busca revolucionar la enseñanza de las matemáticas en la sala de clases… https://t.co/LwJK88Xnq0",N/A,N/A,N/A,N/A
XartzDesginer,Tengo que tomar una absurda clase de matemáticas en sábado 😭😭😭😭,N/A,N/A,N/A,N/A
TorrasJan,"@29Margood @catsanemay @Berlustinho No, no, es peor. Ya no son ni los padres, son los colegios que quitan tiempo de… https://t.co/FWw6Tl25RH",N/A,N/A,N/A,N/A
ladythelunatic,8- Siempre se me dieron fatal fatal fatalmente horrible las matemáticas.,N/A,N/A,N/A,N/A
Damian_ms,Me da verguenza que mi hermano menor sea mejor que yo en matematicas 💔,N/A,N/A,N/A,N/A
ilusuenios,"¿Vos me estas contest a mi? Si yo no juzgo a nadie. Solo expongo matematicas. Pero ademas, debieras leerme para ent… https://t.co/PVbr3oQOcJ",N/A,N/A,N/A,N/A
rulodeanda,Gimnasios donde niños de las comunidades mas violentas aprenden matemáticas e ingles a cambio de poder hacer deport… https://t.co/wJQIkNaoFM,N/A,N/A,N/A,N/A
LauraGarciaG__,"Yo sí sabía que en matemáticas me iba a ir bien, jajaja💅🏻",N/A,N/A,N/A,N/A
RuiiMelo,Por isso é que gosto de matemáticas... Nunca gostei de decorar merdas https://t.co/zJ1w2Rg0To,N/A,N/A,N/A,N/A
